content,score
"Ini aplikasinya kenapa ngga bisa buat top up ya, udah berkali kali nyoba tetep ngga bisa, tulisannya aplikasi sedang diperbaiki mulu pdhl dah berhari hari",3
"Nyaman digunakan.... UI nya smooth dan desainnya bagus, cuma fiturnya belum selengkap BNI Mobile.",5
"Knapa aplikasi ini tidak mengirim kode otp kw email saya yah, padahal saya sudah update semua, sampe sekarang saya blom bisa buka apk ini gara gara kode otp tidak di kirim ke email saya",2
"Sangat simpel ,transaksi cuma pakai pin..data transaksi lebih jelas..sangat menarik dari segi tampilnnya",5
Hari pertama pakai apk berhasil. Hari kedua sampai saat ini apk tidak bisa dibuka di halaman pertama. Kayak hang gitu.. masuk dan keluar gak dapat. Belum sempat ke CS. Sangat mengganggu..,5
"tolong min, buat fitur ganti nomer kaya di aplikasi bank sebelah. bisa ubah nomer tanpa ke cabang di bni malah suruh ke cabang, ribet amat tolong di permudah kaya di bank sebelah, ubah nomer cukup di aplikasi m banking",1
Verifikasi Wajah terlalu susah beberapa kali mencoba masih belum bisa tolong diperbaiki lagi untuk fitur Verifikasi Wajahnha !!!!!,2
"Tidak ada menu pinjaman, jadi tidak bisa cek sisa pinjaman di BNI. Dan pada saat pembayaran indihome tidak bisa save nomor indihome nya, Begitupun saat beli token listrik",1
"Aplikasi ga jelass, pas login masukkin password bener pas transfer masukkin pin salah , verifikasi pin baru, pas login malah password yang salah padahal dengan pin dan pasword yang sama, berulang ulang kali cmn mau transfer susah bgt karna harus verifikasi mulukk, lebih nyaman pakek banking yng lama , dari pada yang ini",1
"Halo Developer Wondr, saya pengguna Wondr by BNI ingin memberitaukan jika terdapat kendala saat tarik tunai di Indomaret. Jadi di Indomaret yang terdaftar masih BNI Mobile, jadi tolong pihak BNI untuk menambahkan aplikasi wondr by BNI ini agar bisa melakukan tarik tunai di Indomaret. Terimakasih",1
"Tidak bisa cek transaksi antar Bulan, tidak bisa cek mutasi rekening. Tidak keliatan saldo kepakai berapa lalu tinggal berapa",3
"Masih Banyak Yang Harus di Perbaiki, Penarikan Mobile Tunai di ATM belum ada dan kalo bisa jangan pakai pulsa untuk otp yang di kirimkan contohlah mobile banking bca untuk penarikan dan setoran tunai lewat mbanking",1
"Mau masuk ke aplikasi untuk verifikasi wajah gagal terus sudah 2 hari, trus datang ke kantor BNI untuk pengaduan, buang waktu banyak menurut saya. Tidak memudahkan orang",2
"Sebelumnya saya sempat kecewa app ini karena susah untuk verifikasi wajah,setelah berhasil baru saya senang karena bisa mengganti app BNI mobile saya terima kasih wonder by BNI",5
Aplikasi eror terus verivikasi wajah di ulang ulang terus. Udah unistal instal ulang juga. Ya udah akhir nya unistal gak guna juga.,1
"ini ni sama aja sama BNI pelayanannya banyak alasan ini itu, dplk padahal sama aja sama BNI tapi bukan main alasan petugas BNI. beda sama dulu skrg malah menyusahkan nasabahnya! mending nasabah BNI pindah buku tabungan",1
"Aplikasi blm siap tapi dipaksa launcing, alhasil banyak ngelagnya. Menu didalamnya jg msh sedikit, dan masih jauh dari kata sempurna....",1
"Sudah bagus, hanya saja belum bisa beli kuota di jaringan smartfren. Semoga dalam waktu dekat segera diperbaharui agar lebih mempermudah transaksi pembelian kuota",5
"Tampilan yang lebih menarik, lebih simpel,verifikasi yg sangat mudah,&mudah di fahami. Tingkatkan terus semuga semakin bermanfaat bagi semua nya...",5
"UI sangat baik,mudah dipahami dan sangat simple digunakan, tampilan baru yang lebih berwarna cocok buat semua kalangan...lanjutkan dan tingkat",5
UInya menarik dibanding dengan mbanking sebelumnya. Untuk UXnya jg sangat mudah untuk dipahami. Pertahankan atau tingkatkan!,5
"Aplikasi yang membagong kan..Ini aplikasi apaan sih tidak bisa di gunakan setelah selesai verifikasi kembali lagi ke awal minta KTP lagi berulang-ulang, datang ke kekantor cabang Mataram di langko di sambut dengan satpam yang tidak ramah dan akhirnya disuruh pulang untuk ambil buku tabungan, kenapa gak dari awal",1
Aplikasi mobile banking yang sangat membantu! Saya sangat senang dengan kemudahan dan keamanannya. Sangat praktis dan user-friendly! Transaksi jadi lebih cepat dan mudah dilakukan dari mana saja. Fitur-fitur terbaru yang sangat bermanfaat!,5
"Selalu gagal saat verifikasi wajah, padahal sudah tidak menggunakan asesoris, tidak backlight, pencahayaab juga jelas, device juga menggunakan Samsung Z Flip 5 yang notabenenya punya kamera yg bagus, masih saja dipersulit",1
lebih suka BNI mobile menu lebih simpel... yg ini sih terlalu ribet dan sulit dipakai ... apalagi buat yg gaptek pasti tambah pusing dengan warna warni tampilan..,1
"Fitur yg sangat bagus hanya pada qris dan mutasi rek, sisanya masih kalah dengan app yg lama, sayang kalau BNI harus pilih app yg ini untuk kedepannya dan belum bisa tarik tunai seenak rivalnya, semoga segera diimprove, terima kasih",2
"Woooww amazing...dengan adanya aplikasi baru pada BNI , wondr by BNI amat sangat membantu dalam sebuah transaksi apapun, lebih mudah utk transaksi transfer dan lainnya..terima kasih BNI..👍",5
Banyak BUG/error. Transfer sesama BNI diatas 30jt dibilang melebihi limit. Transfer ke nomor rekening PT tidak bisa. Padahal lewat mbanking BNI yg lama bisa semua itu. Tolong diperbaiki lagi biar lebih maksimal.,2
Saya kurang puas dengan aplikasi ini. Quris saya sering eror jadi sering gk bisa di pakai. Mohon untuk segera di maksimal kan lagi. Dan juga untuk top up tapcash juga sering gk masuk saldonya. Padahal sangat dibutuhkan untuk zaman sekarang. Mohon segera di maksimalkan lagi. Trima kasih,2
"Udah bagus, untuk transaksi QRIS udah enak make pin gak kayak BNI mobile harus password. Tinggal keluarin fitur tap to pay biar makin seamless buat pembayaran.",5
"Pada saat sampai di Verifikasi wajah selalau gagal terus sudah 2 hari coba, padahal semua sesuai ketentuan/tatacara ambil verifikasi muka. Ga jelas aplikasi ini,saya coba satu kali lagi kalau masih gagal juga bakal saya uninstal ini aplikasi tidak bermutu.",1
"Mohon limit transfernya kembangkan lagi jadi 25jt/ hari jangan 10jt/hari. jadi,malah harus tunggu 24 jam kalo mau transfer lagi. Overall bagus sih APKnya jadi llebih simple ga ribet",5
"Aplikasi MBANK terbaik lebih ringan, lebih mudah, tampilan fresh, responsif dan menu lengkap. Terimakasih BNI. wondr jadiin maumu",5
"Baru transfer ke sesama BNI,3,5 jt, sudah kena limit transaksi, tidak bisa melakukan transaksi selanjutnya. dulu di BNI mobile, pernah 150jt masih bisa transaksi lainnya..",2
"Lebih mudah dan praktis pas transaksi pembayaran menggunakan QR Code sih 🥰 Ada lagi kelebihannya, bisa kelihatan pemasukan dan pengeluaran juga astaga 🤩 biar gak borosss 🤭😅",5
"Sangat mengecewakan, rekening yang masuk ke aplikasi wondr rekening saya yang sudah tidak aktif, sedangkan rekening saya yang aktif tidak ada di aplikasi wondr, jadi harus berangkat ke kantor cabang, seharusnya ada pilihan input rekening mana yang digunakan, Dan jika nanti di kantor cabang disuruh pengkinian data dikantor awal pembukaan rekening, jadi tambah repot lagi karena sudah tidak berada di kota tempat pembukaan rekening",1
Aplikasi sialan ! Mau benerin bni mobile banking disaranin pakai ini. Udh ga bisa tarik tunai tanpa kartu. Perbaikan terus. Jaringan bagus2 aja muter2 terus. Hantu !!!!!!!!,1
"verifikasi email terlebih dahulu. nunggu kode otp yg dikirim itu lama banget sampe saya harus masukkin email berkali kali untuk verifikasi sampe ada keterangan kamu telah mencari maksimum untuk verifikasi email, coba lagi besok. anehnya email kode otp masuk setelah ada keterangan tersebut, dan hari ini saya coba verifikasi email lagi tapi keterangan tetap aja sama",2
Tampilan aplikasinya cukup bagus dan mudah. Cuma kenapa gabisa screenshot atau simpan buat bukti transaksi? Mungkin bisa dipertimbangkan,4
Foto KTP saja masih keterangannya foto tidak sesuai. Padahal kamera sudah bagus dan pencahayaan juga bagus. BNI rilis aplikasi masih setengah2. Apk yg buruk. Masih blum siap launcing sudah berani di publikasi. Tolong di perbaiki,1
"Lebih simpel dan mudah, informatif semakin keren tampilannya, akses cepat. Soo jadiin mau mu dengan wondr by bni",5
"Aplikasinya lumayanlah,tapi lebih keren yg lama .langsung tau itu appikasi bank BNI.kalau apk ini kirain bukan apk BNI. Apaaan itu wondr,emang udah jadi bank wondr🤣🤣🤣🤣 Aku kasi bintang 5 tunggu ada perubahan yg lebih baik lagi",3
"Masih kurang bagus ,,, kerena saya tidak bisa transfer ke satu rekening ,,, udh nanya ke bank kenapa sebab nya tapi jawaban nya cuma gangguan,,,masa gangguan setiap saat",3
"Verifikasi wajah terlalu cepat intruksinya jadi selalu gagal,tolong program AI untuk verifikasi wajah lebih ditingkatkan agar lebih mudah melalukan verifikasi",3
"Aplikasi terbaru BNI memang mantul, lebih ringkas dan mudah .. laporan keuangan yang ditampilkan sangat membantu .. Wondr BNI mantap ...",5
ada beberapa fitur yang di BNI Banking ada tapi disini tidak ada. contohnya fitur tarik tunai dan setor tunai. fitur ini sangat membantu karna saya jarang bawa kartu atm. dan beberapa fitur lainnya,2
"Fiturnya masih kurang lengkap beda sama apk biru baru launching sdh lengkap mereka,, jadi next ya fiturnya di tambah lagi ya mempermudah cust makasih",3
"Aplikasi ini sangat membantu, dan lebih cepat, mudah serta lebih efektif. Semoga samakin di tingkatkan untuk nambah fitur2 yg menarik dan mempermudah dlm bertransaksi. Good job BNI 👍",5
"Mantap, aplikasi nya jauh lebih baik dari BNI mobile bangking, dipakai mudah, scan qr cepat, yg paling enak ada tranfer group, sekali pencet langsung tranfer 5 orang, dengan rekening berbeda dan nominal berbeda, good job.",5
"Aplikasi mobile banking BNI yang sangat menarik dari tampilan, mudah cara penggunaannya, terutama kalo saya mau lihat transaksi-transaksi keuangan sudah ada pengaturannya...waahh mantaabs. yang jelas transaksi jadi cepat dan ringkas. pokoknya inovasi perbankan yg hebat. bravoo BNI..👍👍",5
"Aplikasinya bagus pengganti m bangking BNI yg lama, pantes di mbangking lama loadingnya ternyata pindah kesini, tapi sayangnya bukti transaksi nya gabisa di screenshot, saran saya kalo bisa di screenshot bukti transaksi nya kak",5
"tampilan eye-catching dengan warna yang menarik, saat digunakan pun sangat cepat baik dari loading maupun transaksinya, mohon dapat ditambahkan fitur2 lainnya agar lebih lengkap dalam penggunaan",5
"Apa beda nya dgn BNI MOBILE. Saya daftar, ternyata langsung tersinkrons data BNI mobile saya, dan saldo juga terhubung. Kirain ada perbedaan seperti Topup gratis kh atau apa gitu. Coba di promosi in Kaya Gratis Transfer antar Bank,100x\bulan Seperti Apk Sebelah",4
"Aplikasi ini memiliki desain yang modern dan user-friendly. Navigasi antar menu mudah dipahami, sehingga pengguna baru tidak akan kesulitan beradaptasi. Wondr by BNI menawarkan berbagai fitur keuangan yang sangat membantu, seperti pengelolaan keuangan, pelacakan pengeluaran, dan rencana tabungan. Ini sangat memudahkan pengguna dalam mengatur keuangan pribadi. Aplikasi ini dilengkapi dengan fitur keamanan yang canggih.",5
Untuk bisa login masih lebih cepat di BNI Mob-Bank. Selain itu tidak ada fitur portofolio investasi seperti yg ada pada BNI Mob-Bank. Untuk fitur setor tunai dan tarik tunai tanpa kartu juga tidak ada. Secara umum masih lebih bagus dan lebih lengkap BNI Mob-Bank,2
"SuperApps yang keren, modern, mudah, menarik dan fiturnya canggih menyesuaikan kebutuhan pengelolaan keuangan nasabah terutama anak milenial..pokoknya Top lah..",5
Kereeen. Aplikasinya sudah mantab.. tampilannya gak kalah dengan yang laen.. tingkatkan terus.. semoga menu MOBILE TUNAI bisa di sajikan di aplikasi ini guna memperlengkP fitur dari aplikasi...,5
"Lebih ceria dan colourful. Utk transaksi tinggal ketik pin, nggak usah pake password transaksi. Klo kacamata kita lebar, dilepas saja pas verifikasi biar lancar jaya jaya jaya.",5
ntah aku yg blom paham sebab masih baru...apakah mmg nggak bisa ngedownload bukti transaksi seperti aplikasi mbanking sblomnya...???...trus knp diriwayat transaksi nggak bisa juga di capture...???...mau lihat sisa saldo tapcash nggak bisa juga dan cuma topup isi tapcash doank yg bisa...mohon penjelasannya...terima kasih...,3
"*Fast/Quick* Bayar QRIS di wondr cepet banget, cuma 3 step selesai - *Interface/UI/Easy to use* 1 tampilan aplikasinya lucu bangett dan warna2nya super fun! 2 kemarin beli makan di foodcourt pake wondr cepet banget, bener2 easy to use~",5
"Tampilan kekinian dan simple, fitur oke, kecepatan buka app lumayan, verifikasi cepat, ada bug di pembayaran qris semoga dapat diperbaiki by update versi. Overal good",4
Aktivasi sangat mudah dan tidak pakai ribet kurang dari 5 menit aplikasinya sudah bisa digunakan banyak fitur menarik dan keren yang bisa kita Explore. Nyaman banget bertransaksi dengan Wondr by BNI. Sukses untuk aplikasi Wondr dan BNI46,5
"Setelah beralih dari mobile banking ke wondr seharusnya fiturnya udah lengkap dan makin memudahkan, tapi malah sebaliknya. .. Terlalu banyak proses klik klik, dan fitur mobile tunai aja gak ada",3
Bagus. Jauh lebih mantap dari mbank. Tp ada yg kurang. Fitur ganti no hp. Fitur itu di livin mandiri dari zaman dahulu kala sdh ada loh. Sangat memudahkan nasabah. Kenyamanan benar2 dalam genggaman. Tdk perlu capek2 lagi ke cs antri lama2 hanya untuk ganti no hp. Semoga bisa diadakan fitur ini. Baru kasih 5*,4
Tampilan nya sangat kekinian elegan mudah untuk di gunakan. Sangat cocok untuk kaum muda(melineal) seperti kita ini! Sukses terus untuk BNI,5
"Transaksi jadi lebih cepat, bisa mengetahui reksadana yg kita miliki dan pilihan pencairannya. Bisa melihat detail pengeluaran dan pemasukan..mantab pokoe",5
"aku nyoba bikin rekening di aplikasi wondr tapi pas udah sampai tahap alamat KTP tidak bisa dilanjut karena di aplikasi tidak ada pilihan kecamatan Soreang di opsi Bandung, padahal Soreang itu ibu kota kabupaten. Tolong perlengkap alamat yang ada di aplikasi. Terimakasih",2
"Tolong kalau ada masalah agar segera di maintenance, saya sudah masukin verfikasi email sesuai dengan yang masuk ke email saya sampai dengan 6x namun dikatakan gagal, hingga dianggap telah mencapai limit. Tidak layak digunakan",1
aplikasi gajelas mau login malah harus terus verifikasi akun udah berhasil malah tiba tiba terjadi kesalahan harus ulang lagi udah ulang lagi tetep ga bisa akhirnya harus coba lagi besok bukannya mempersimpel malah nyusahin kalo aplikasinya belum bener bener jadi baiknya gausa launching dulu,1
"Mantap woe, design tampilannya minimalis gak kek aplikasi yg sebelumnya. Sangat user friendly juga. Mantap pokoknya",5
"Wah kacau, mau verifikasi email gak bisa"", katanya nunggu besok, ini udah keesokan harinya tetap gak bisa. Kalau gak verifikasi email, gak bisa buka aplikasi, kacau nih aplikasi. Mana Uda verifikasi KTP lagi. Ngeri juga jadinya.",1
Tampilan mantap... Mudah dimengerti cepat dan mudah dalam bertransaksi... Pokoknya mantap aplikasi wondr bni,5
"Sepertinya masih kurang ramah untuk orang tua khususnya yang kurang paham teknologi, karena saat verifikasi wajah entah durasi terlalu cepat atau kurang bisa mengidentifikasi jadinya gagal terus",3
"Apknya bagus dibanding sebelumnya, tapi sayangnya untuk investasi Reksadana masih susah buat liat chartnya. Dan semoga aplikasi ini untuk beli SBN lebih dipermudah karena apk BNI yg dulu untuk beli SBN ribet banget ga sekali klik",5
"aplikasi mudah digunakan, friendly user, tampilan yang tidak membosankan, proses pembayaran yang cepat, salut banget sama BNI yang udah bikin aplikasi keren seperti ini 😍",5
"Baru install wondr, smpt berhasil login tp lupa password. Stlh itu verifikasi ktp tp selalu gagal. Pdhal ktp asli. Posisi ktp juga sdh sesuai dengan frame",1
"Susah banget yaa buat ganti password ajahh, harus ngulang KTP lagi, trus verifikasi wajah nya loadingnya lma bngett ga kya di awal , udh nunggu lama ternyata dibilang gagal terus, udh 3 hari ngulang ga bsa2 masuk ..",1
"Verifikasi wajah yg susah dan gagal terus, masih lebih baik Jenius by BTPN mungkin sebelum launcing apk lebih baik di benahi bug sectornya. masih banyak bug di aplikasinya.",1
"Aneh, bikin rekening baru tapi tiba2 nomor rekening tidak muncul di menu, hilang dari tampilan aplikasi. Jadi ngeri mau setoran awal.",1
Sudah coba foto e KTP 3x tetep gagal. Di akhir muncul notif coba lagi besok karena KTP yang difoto bukan e KTP asli. Lah? Kalo udah bisa penilaian saya update. -------- Alhamdulillah berhasil.,5
Tampilan aplikasinya sangat menarik dan keren. Untuk Transaksi sangat mudah dan cepat. Sukses terus untuk BNI.,5
"Aplikasinya bagus lebih mudah digunakan, walaupun menunya belum sekomplit yg sebelumnya.. Ku kasih bintang 4 karna kesempurnaan hanya milik allah",4
"saya belum selesai melakukan registrasi untuk membuka rekening di aplikasi ini, pas udh sampe di tahap pembuatan kata sandi, proses ga bisa dilanjutkan karena katanya ada masalah, sudah coba berulang kali tetap ga bisa. sampe akhirnya saya disuruh mengulangi registrasi. padahal sebelumnya data diri, foto ktp dan tanda tangan saya sudah di record oleh aplikasinya. bagaimana tindak lanjut atas kasus tersebut? bagaimana pihak terkait dapat memastikan bahwa data saya tidak akan di salahgunakan?",1
"Tampilnya sangat menarik, smga smkin ditingkatkan untuk pembaruanya kedepan spya menu ya lengkap semua ,seperti transaksi tanpa kartu 👍👍",5
"Ini aplikasi ngebantu banget , buat aku yg sering transaksi dr aplikasi, mau sesama bank atau beda bank , tinggal di cari namanya aja langsung satset.",5
"Ini kamera hp saya rusak ngeblur, jadi gagal terus upload E KTP nya, tolong lah di tambahin fitur upload KTP dari Galeri, biar fleksibel, saya jadi gabisa lanjut login nih!",2
Aplikasi lebih ringan dan mudah di akses. Tapi masih ada kendala yg mungkin bisa di perbaiki ke depannya. Semoga jadi aplikasi banking terbaik,5
"Muluss, UI simple dan bersih. walaupun untuk fitur blm lengkap bgt kayak bni mobile, ditunggu updatenya.",5
"Sebaiknya menu cek mutasi rekening tetap disediakan spt di aplikasi BNI Mbanking, tidak hanya catatan pemasukan dan pengeluaran yang terlihat di aplikasi, agar pencatatan dan penghitungan sisa saldo before dan after transaksi tetap bisa dimonitor oleh nasabah secara detil untuk menghindari risiko kesalahan oleh bank. Kemudian tetap diizinkan fitur screenshot untuk keperluan evidence pembayaran tagihan pribadi, kantor maupun kebutuhan lainnya di menu transfer, ewallet, tapcash dll.",3
"Sangat bagus, UI segar di mata, UX sangat bagus, sebagai tambahan, tambahkan fitur cardless untuk aplikasi ini. Thank you",5
"Untuk pelayanan OK Cuma Promo XXI nonton di EMPIRE BANDUNG INDAH PLAZA RIBET.. untuk nonton ber 2 harus antri 2 x Ngk worted bgt alias ribet... Kita beli yaaaaa bukan gratis, dan itu Promo dari BNI buat Nasabah nya.. Buat nyaman dong, bukan di buat ribet... Coba belajar dari Livin MANDIRI... nasabah Happy...",3
Semua jdi mudah dg aplikasi ini. Smg semakin banyak fitur yg bisa digunakan. Cepat juga transaksinya sat set sat set,5
"Tidak bisa lanjut pembukaan rekening, setelah ocr ktp kena overlay no tlpn tidak terdaftar& tidak bisa lanjut. Kan emang belum daftar, makanya mau daftar.",1
Pertama download cepat respon.. baru 3 hari pemakaian..lemot sekali. beberapa kali coba masukan Login password loading. Jangan Sampai Berkurang niat untuk download aplikasi seperti ini. mohon di perbaiki,2
"Fiturnya bagus dan lucu sangat berwarna. Makin praktis, seru, cepat, juga #JadiinMaumu pakai Wondr by BNI. Thanks BNI qu!",5
"Lebih cepat, bayar² tinggal klik mudah dan tampilan full colour, security tinggi.... Suka banget sama wondr BNI",5
"Fitur baru yang lebih modern dan aspek dari UI/UX yang memudahkan pengguna dalam melakukan berbagai transaksi, membuat tiap prosesnya menjadi seamless dan ringan. Wondr take us wonder 😲✨",5
Aplikasi Wondr saat ini sangat cepat dibanding Aplikasi MB yg lama. Aplikasi Wondr Jadiinmamumu. Mantap.,5
Kok ga lengkap spt apk bni mobile banking. Untuk pembayaran cashless pertamina gas lpg 3kg belum ada. Tolong dilengkapi jadi tidak perlu menggunakan 2 apk yg akan memberatkan ponsel.,3
Aplikasi yg sangat2 BURUK saya isi pulsa tapi pulsa nya tidak masuk sedangkan saldo saya terpotong dan sampai sekarang saya masih menunggu pulsa nya masuk tapi belum masuk2 alasannya eror,1
fiturnya sdh bagus cuman msh ada kekurangan untuk pembelian pake data internet cuman tersedia interner OMG kalo bisa tambahin internet SAKTI nya karena di MB sebelumnya lbh lengkap. banyak pilihan,5
"UI bagus, colorfull. respon aplikasi cepat, namun masih banyak fiture yang harus ditingkatkan.",5
"Masih banyak yang kurang 1. Setor Tunai tanpa kartu belum ada 2. Kartu ATM fisik datang tapi harus aktivasi ke Cabang BNI gak seperti Blu BCA, dll bisa lewat aplikasi Lebih baik buka BNI DI BNI SONIC biar kartu langsung aktif",2
Tampilan baru lebih menarik dan fresh. Fiturnya oke banget . Dan aplikasinya sangat ringan dan smooth. Keren banget wondr by BNI good job,5
"Tampilan yg colourful memanjakan mata, transaksi lebih mudah dan cepat, mantap pokoknya",5
Data komplit dan sudah benar tapi tidak bisa masuk. Sudah mencobanya lebih dari 6x dan gagal semua,1
"Kenapa susah sekali dalam pemindaian wajah, sudah berulang ulang gak bisa terdeteksi padahal sudah sesuai instruksi",1
"Sudah buat wondr di kantor cabang,besoknya nggak bisa login katanya salah password ,verifikasi lagi,verifikasi wajah sulit banget,ulangi besok sampai tiga kali bosaaan",1
"Saya tadi beli pulsa 50ribu transaksi berhasil saldo saya berkurang, nomor saya isi sesuai aja, tapi pulsa tidak masuk, bagaimana ini, tolong d bantu pak, bagaimana solusinya",1
"Apk serba ribet, suami saya sudah terdaftar.. pas dicoba transaksi ehhh malah gagal tapi saldo terpotong, belum ada kabar pengembalian dananya.. tolong bantu",2
Kenapa harus ada foto segala... susah. Setelah mencoba mengambil foto berkali-kali akhirnya berhasil. Semoga kedepannya bisa lebih baik lagi.,3
"Menu yang ada di aplikasi bni mobile banking dan bni credit card secara lengkap untuk di masukkan di wondr, contoh menaikkan limit kartu kredit sepertinya belum ada, dan kalau bisa BNI simponi juga ada di wondr, sukses berkah BNI",5
"Seringan gabisa dibuka, akhirnya pake app yang lama deh Padahal jaringan lancar jaya, pake wifi juga sama aja",1
"mohon infonya min , isi ulang tapcash yg gagal melalui aplikasi wondr ini , berapa lama pengembalian dananya ? yg saya tanyakan berapa lama pengembalian otomatisnya , apabila sdh 4 x diupdate balance tidak masuk jg saldonnya",1
Tadi pagi bikin akun nya terus pas siang buka aplikasi nya lagi malah di suruh login ulang dan juga pasword salah padhal udah bener pasword nya jadi ga bisa login,1
"Aplikasi yang fresh, simple dan mudah digunakan. Tidak sabar menunggu update menu-menu transaksi lainnya.",5
Ke depan agar bisa lihat bni poin dan bni reward poin pada menu kartu kredit. Serta tambahkan notifikasi ketika ada dana masuk.,3
Apk yg baru lebih mudah digunakan tampilan ny jg g membosan kn mungkin fitur ny perlu di lengkapi lagi supaya mudah bertransaksii,5
"Saya mau tf ke bank lain lewat apk yang baru ada kendala terus,ke sesama bni juga lama dan keluar masuk terus ke apk nya.tolong dong di perbaiki apk nya",2
"Berkali-kali mencoba tidak berhasil. Verifikasi wajah gagal terus. Beda dengan aplikasi di bank lain, verifikasi wajah menyenangkan.",1
"Cuman saran aja, seharusnya ada penambahan di riwayat transaksinya tentang saldo akhir sehabis transaksinya. Terimakasih",4
Aplikasinya mudah di pahami.. Mantap... Perbanyak transaksi pembayarannya,5
Sekarang E-Wallet nya ga bisa di pake padahal baru tup up sekali tolong lah kalau bikin fitur yg penting masalah keuangan tu yang bener,1
Pengalaman yg buruk saya tidak bisa akses krna face id gk sesuai padahal wajah dan ktp sendiri perlu di perbaiki,1
Pas habis pertama2 daftar ok ok aja . Sekarang pas lihat saldo tulisa nya dalam pembenaran terus. Ni knapa ya buat yransfer kok gak bisa aja ... tolong dong perbaikin .,2
Kenapa aplikasi wondr yang telah di update untuk print atau bagikan riwayat transaksi sdh tidak ada lagi....,3
"Apa ini udah daftar kok keluar lagi akunnya ,Mana kalok verifikasi wajah susah banget,tolong segera diperbaiki.",1
Setiap mau login lamaaaaa Harus restart baru bisa Kirain setelah update bisa lancar ternyata msh lemot Semoga bisa lebih baik,3
"Aplikasi yang sangat mempermudah saya dalam bertransaksi, mengatur keuangan saya dan beberapa fitur baru yang sangat mempermudah saya tanpa perlu ke kantor BNI terdekat.",5
Udah gak ada menu bayar kuliah lg dan transfer jg belum bisa2 terus... Masih mending aplikasi sebelumnya...,1
"Apaan, gua hapus gara2 gak bisa masuk2. trs gua instal ulang eh malah ngeleg trs. udah mah mahal bulanan nya trs aplikasi kagak ada yg benar apa2an coba bni bni",1
"Gagal daftar terus, pas verifikasi muka. Entah salahnya dimana. Sama aja tetap gak bisa. Jadi saya menghubungi siapa kah ini saya nasabah loh. Mau daftar kok dipersulit DEVICE PIXEL 6 PRO",1
Gimana sih tolong diperbaiki fitur verifikasi wajah perintahnya ganti jangan cepat-cepat masak tinggal verifikasi aja susah banget,3
"Saya kesulitan untuk daftar ini, gimana caranya karna posisi saya ada d luar negri dan saya tidak memegang ktp indonesia saya,solusi nya bagaimana ya karna saya sangat butuh bangking untuk transaksi setiap bulan nya.",3
baru pakai kemarin dan sejauh ini lebih baik dan mudah penggunaannya.. meskipun memang harus penyesuaian dr bni mobile banking ke aplikasi wondr by bni ini.. semoga kedepan lebih baik..,5
Lumayan bagus sih. Tapi sayang belum ada fitur untuk pembayaran zakat dan sedekah. Mohon ditambahkan dong. Biar bisa lebih memudahkan pelanggan.,4
"Masih gak sama menu jha sama aplikasi m banking yg dlu , menu tarik tunai tanpa kartu nha belum ada , masih belum lengkap",3
"Transaksi gak pake lama akslerasi cepat dan mudah. Transaksi qris di wondr by BNI langsung sat set, no loading loading",5
Awal pas buat bisa top wallet hanya sekali setelah itu gak bisa keterangan sistem fitur lagi tidak tersedia,4
"kecewa udah jauh jauh ke xxi tapi promonya gabisa, jadi bayar normal 2 tiket. saya datang tanggal 7 juli jam 9 malam di XXI Mega Bekasi, tapi cashier disana bilang nya lagi gangguan dan gatau sampe kapan, jadinya mau gamau saya bayar normal",1
"Kemarin saya buat ATM BNI, ketika sudah jadi saya TF dari BSI saya ke BNI untuk setor awal sebesar 50 ribu padahal status TF nya berhasil tetapi saldo saya tetap 0, saya coba pakai BRI ke BNI tetap status nya berhasil BNI saya saldo nya 0 saya coba pakai sbopeepay ke BNI keterangan nya sedang diproses dari kemarin sampai saat ini. Saya udah kehilangan 130 ribu buat masukin ke BNI tapi kenapa saldo BNI tetap 0? Rek saya sudah aktif, apa dari aplikasi nya ?",1
"Bayar QRIS di wondr cepet banget, cuma 3 step selesai. Tampilan aplikasinya lucu banget dan warnanya super fun! Wondr by BNI memang the best jadiin maumu.",5
Kenapa pas mau verifikasi email saat belum tuntas disuruh coba lagi besoknya egh pass dicoba besoknya tetep ga bisa... Ini knpaa yaa????,4
"Tampilan sbnrnya lbh bagus dr pd bni mobile, sayangnya tdk asa fitur tarik tunai... Sayang banget aplikasi br harusnya lbh lengkap dr pd yg lama",2
"Tampilan aplikasinya lebih fresh dan ramah pengguna, transaksi lebih praktis, mudah, dan cepat!",5
"Gabisa bayar pendidikan, fiturnya masih kurang. Tapi secara interface dan kelancaran udh bagus banget",3
"Semoga rincian transaksi kartu kredit bisa di tampilkan di sini, transaksi, dan tagiannya itu transaksi apa ajah, dan cicilannya keberapa di tampilkan juga, seperti di aplikasi bni credit card",5
"Bintang 2 dlu gagal terus verifikasi, udh berulang kali, ganti hari sama aja ,apk belum siap untuk rilis ...",2
"Cocok banget aplikasi buat Gen Z, banyak fitur yg bisa bantu buat investasi dan nabung. Apalagi ada promo buat 3 hari ini,makin sering banget nih pake WondrBNI🔥",5
"Ini baru aplikasi BNI yg mudah, Skrng mandiri memiliki pesaing aplikasi yang sepadan Mantap Tapi tingkat keamanan klu bisa sama seperti aplikasi sebelumnya Good bni👍.",5
"gabisa verifikasi wajah, mohon agar bisa menggunakan kamera belakang dibanding hanya kamera depan.",2
