content,score
Baru masuk gangguan gk bisa masuk,5
Akhirnya berhasil verifikasi KTP dan aplikasi siap digunakan. Terima kasih BNI,3
"Emang BNI salah satu bank dengan pelayanan terburuk mau apapun caranya, emang kayaknya BNI berusaha jadi yang terburuk, bukan yang terbaik wkwk",1
"Verifikasi wajah belum bagus, selalu gagal",1
"Sangat"" membantu .. Dan prosesnya cepat..",5
Transaksi lebih cepat dan mudah,5
ya mudah mudahan bisa di instal ni aplikasi,5
"Bonus saldo ovo nasabah baru belum ada nih, katanya paling lambat tgl 9 agustus",2
"Sebelumnya pakai bni taplus Ga ada potongan Pakai ini ada potongan besok nya, krn saldo jadi satu.",1
Aplikasihx semankin bagus dan transaksinya semakin bagus dan cpat wondr by BNI semoga makin terdepan👍👍👍,5
"Aplikasi ribet,mau daftar aja disuruh kekantor cabang..parahhhh menyusahkan sekaliiiii",1
"Katanya bisa daftar online tapi ada keterangan disuruh Dateng ke cabang, gimna si ini BNI gajelas banget dah",5
Sangat mudah dan cepat... Mantap,5
Segera halus mobile banking BNI dan pindahkan semua fiturnya k wondr. Wondr keren dan lebh simple dari mobile banking,5
Lebih simpel dan menarik,5
Adain fitur pilih tanggal untuk insight jadi ngga harus tgl 1,4
maaf kok akunku sering keluar sendiri ya sudah 2 kali kak dan kalo mau masuj harus ngulang dati awal waktu daftar wondr,2
"Susah kali verifikasi wajah, gagal terus.",1
terkadang qris nya suka error,3
Bagus cepat bertransaksi,5
"Bagus,Menu mobile tunai nya mana ...",5
"Verifikasi wajah aja susah, Sok2an bikin aplikasi digital",1
"Aplikasi gembel mau masuk aja ribet bgt pakai verifikasi ulang ktp lg plus mata"" kedip"" ky pinjol....",1
Lebih lengkap fitur fiturnya,5
apakah ada fitur syariah nya,3
Lebih simple dari pendahulunya. Mantap wondr,5
Sangat cepat dan nyaman di gunakan,5
"Tidak bisa melakukan registrasi, tulisannya error",2
Ini harus buat rekening baru atau bisa pakai rekening yang sudah kita punya...?,4
Mantap aplikasi wondr BNI,5
Aku saya aku maukalika mekani mikal juamkal guamkanbumakl lokap joilal biamk Demak cumakl bikma kaliakl maka 🤎🤎🤎🤎🤎🤎🤎🤎🤎🤎🤎🤎🤎🤎🤎🤎🤎🤎🤎🤎🤎🤎🤎🤎🤎🤎🤎🤎🤎🤎🤎🤎🤎🤎🤎🤎🤎🤎🤎🤎🤎👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍 Huamk guak Lika nuamka lkaiopap nuamk juamkal juamkal likap nuamka Huamkal huamkal numakl likamik bimak,5
Baru bikin rekening 😊,5
Mudah dan cepat..,5
Lebih woooi keren,5
"baagus sih milenial banget, tapi saya ga bisa transfer antar BNI, mohon segwra di perbaiki",3
bagus aplikasi makin mudah di mengerti,5
"Eye catching, mudah, dan lengkap",5
"Ferifikasi selesai, malah disuruh ke cabang, katanya ""silahkan perbaharuai data anda"".... Bodo amat",1
Aplikasi m-banking tersimple dan terkeren yg pernah aku coba.,5
Menu transaksinya simple,5
Kamera hp saya buram gabisa percobaaany hanya 3 kali 🙆,3
Sejauh ini aplikasinya simple banget dan fresh,5
aplikasi nya mudah di gunakan..recomended,5
"Keren,lebih cepat dan mudah",5
Aplikasi lebih cepat dan praktis,5
Aplikasi lebih mudah dimengerti,5
"Bagus, tapi blom bisa tarik atau setor tunai 🗿",5
Aplikasi wondr menarik dan lebih praktis,5
"Ngapain kode cuma 10 detik, niat ga sih bikin aplikasi",1
Wah menarik sekali yaa fiturnyaa,5
Knapa saya ngk bisa verifikasi si.. Katnya ada kendala terus... Padhal mw cobain promonta,1
Bagus sekali aplikasinya sangat membantu buat kalangan saya,5
Aplikasinya bagus mudah untuk digunakan,5
Kok saya udah ngisi ke wondr nya tapi gaada ya di wondr nya? padahal saya udah ngisi 40.000 tapi temen saya bisa transaksi padahal dia ngisi nya 20.000 doang itu kenapa y?,3
"Gak pernah bisa login 😤 Alasan lambat la, katanya tunggu besok Besok ke besok kesal 😤",1
Lebih mudah dan efisien,5
Min Saya punya Bni kenapa tiba tiba dari muda langsung menjadi Bni taplus Utama. Minamal Saldonya lumayan juga. 150 ribu min. Top 1 nasional dari bank mandiri min,1
Stiap kali scan KTP tidak dikenali trus... Malas lah sama APK ini,1
Susah peripikasi wajah..coba jangan terlalu di persulit,2
"Apalikasi apa'an udh 10kli gua nyoba ,gagal trus katanya minimal usia 17 thn,trus buat apa gua poto ktp klo lu gk tau umur gue, aplikasi apaan dungu iyah",1
"top up gopay 10k gabisa, giliran shopee pay bisa, apk jelek",1
cepat dan simpel,5
"Tiba"" gakk bisa d pakai",1
Keren aplikasinya,5
Aplikasi bagus sekali CPT responnya TDK merepotkan,5
Mantap meen :),5
Wondr BNI Keren deh pokoknya,5
Aplikasi mudah digunakan dan bagusss,5
Mantap dan cepat,5
sukak banget gampang cepet cuss downlaod,5
Bayar QRIS di wondr cepet banget,5
Sangat memuaskam,5
Saran aplikasi fitur tema gelap...,5
TOP BANGET APLIKASINYA,5
apk terlalu besar susah diinstal,1
Wondr keren Wondr asyik. Sekali wondr tetap wondr. Lov u BNI,5
QRIS nya cepet bngt❤️‍🔥,5
terbaik memangg.. Ko adalah,5
aplikasi yg sangat membantu dlm bertransaksi,5
Mudah digunakan,5
JELEK MASIH BANYAK BUG,1
Tarik tunai blm ada,4
Aplikasi terbaik,5
Gak bisa QRIS...,1
gak ribet mantap,5
Sangat membantu dalam bertransaksi,5
BNI lebih mudah,5
Wondr by BNI memang mantap,5
Wondr sangat mudah digunakan,5
Ok sangat bagus,5
Ga ada layanan pinjaman,1
Spesial kado ultah untuk BNI ke 78,5
AYO JAJAN SHIHLIN PAKE WONDR,5
Lebih mudah dan lebih menarik,5
Keren si apsnya 🔥🔥🔥🔥,5
Tampilannya Fresh & cepaatttt,5
Tolong sistem di perbaiki ia,1
Aplikasi ini sangat cocok untuk diperantauan.,5
Biar bintang yg bicara,5
jelek pelayanan nya apalagi satpam nya g bekerja dengan baik respon nya org lain bertanya malah ninggalin,1
Aplikasi nya ok,5
Kamu harus download,5
Lebih baik lagi,5
Mantap aplikasinya,5
Mantap aplikasinya,5
Baru coba biasa pakae mbanking,4
BNI terbaik,5
Joooosssss...... biarkan bintang yg berbicara...........,5
wondr jadiin maumu.......,5
BNI memang mantap,5
Wondr by BNI kerenn bangettt🔥,5
Bagus sekali,5
Aplikasi yg sangat membantu bertransaksi,5
Bagus sekali,5
Nunggu loginnya luamaa bgt,1
Aplikasi mudah dan mantap,5
Keren mantap dan kekinian,5
Memudahkan saya bertransaksi.,5
Cepat banget aplikasi nya,5
Semoga bermanfaat,5
Memudahkan buka rek baru,5
Tidak bs LOGIN,3
BNI SELALU TERBAIK,5
Bagus sekali,5
Merepotkan untuk lojin,1
bni yg terbaik👍,5
Keren & Simpel,5
"gasuka bgt sering eror,pdhl baru aja tadi siang bikin rekening,pdhl sandinya udah bener ehh ngulangin dr awal,mana eror lg gbs buat vertifikasi ktp katanya tim nya lg eror gmn sih gajelas bikin org naik darah aja.",1
Wonder jadiin maumu. Cakep,5
Mantap memang andalan,5
Makin keren BNI 🔥🔥,5
Sangat membantu bertransaksi,5
Keren banget wondr by BNI. Aplikasi finansial masa kini dan masa depan Bangsa Indonesia,5
Mudah di gunakan,5
Udah berkali2 verifikasi gagal terus...,2
Ok bangat aplikasi nyaaa 🔥👍,5
Aplikasi keren dan mudah digunakan,5
Sangat mantap dan terbantu,5
"Memudahkan, makasi BNI",5
Gagal transfer terus,1
Mantaaap luar biasa,5
Luar biasa inovasi terbaru dari BNI,5
Bagus membantu,5
menyala BNI,5
Bagus pertahankan,5
Mantap membantu,5
Pebih cepat lebih mudah,5
Bayar QRIS di wondr cpt bgt,5
mantap wondr BNI,5
"Busuk bnget, gbisa ngapa²in",2
lebih berwarna,5
Aplikasinya Cepat Sekali,5
Keren sekali,5
Membantu sekali,5
DICOBA DULU YA,3
Aplikasi mudah dan keren,5
Ok banget dah....,5
Qris nya cepet pol,5
Simpel dan Ringan,5
Aplikasi yang sangat bagus.. Mantap,5
Mantapp aplikasinya,5
apasih siang bisa pas malem kagabisa di buka,2
Ok sangat nagus,5
Aplikasi nya Oke,5
Baik sekali,5
Mantappp andalan BNI,5
Wondr BNI mantapp 👍👍,5
Wondr by BNI jadiin Maumu,5
"Sya download apk ini giliran tf dri dana ke rek BNI ngga masuk 500k pas di tanya suru tanya ke dana pas sya tanya ke dana suru tanya ke bank di bolak balik mulu,",1
"Aplikasi nya bener"" sat set",5
Aplikasi bagus dan mudah,5
Tampilannya lebih menarik,5
BNI semakin jaya,5
Smoga lebih baik,5
Baik sekali,5
KERENNN TAMPILANNYA😍😍😍,5
Parahhh bngt fermukk ga bisa²,1
Baik di gunakan Mudah di mengerti,5
BNI bank terbaik,5
Wondr BNI Keren Abis,5
Wondr terbaik,5
Jadiin maumu,5
Mantap lebih efisien,5
Mudah digunakan,5
Keren semenjak ada wonder,5
Memudahkan sekali,5
Bagus seklih,5
CS NYA BAIK MANTAP,5
wondr yg terbaik,5
Jago memang noh..warut,5
Afk nya bagus,5
Baik sekali,5
Jadi banyak kemudahan,5
BNI memang topp dah👍,5
menyala bg aul,5
Wondr BNI mantab,5
Jadiin maumu....kerenzzzz,5
Aplikasinya Kreen🔥,5
Terbaik wondr,5
Semakin jaya bni,5
Mantap ngk ribet,5
Mantaab kereen bangeet,5
Jadiin maumu,5
Aplikasinya jos min,5
Terbaik bni,5
Tampilan baru,5
Mantap csnya,5
Saya sangat puas,5
Menyala BNI🔥🔥🔥,5
Kerennnn aplikasinya,5
Wondr wow banget,5
Simpel dan kekinian,5
Mantap sekali,5
Di suruh romzy,5
bni semakin maju,5
Dicoba dulu,5
BNI makin mantappp,5
Keren sekali BNI,5
Berwarna warni,5
Keren dan lebih mudah,5
Sangat menarik dan bagus,5
Jelek sering eror foto e KTP gk bisa bisa,1
Aplikasi bagus bangett keren,5
"Bagus ,cs nya juga ramah",5
Aplikasinya lebih simpel,5
Jelek foto wajah minta diulang terus,1
Bagus banget mempermudah,5
Qris tidak bisa dipakeeee,4
Aplikasi keren dan praktis,5
Sang bagus senang saya menggunakan nya,5
BNI Memnang luar biasa. Jayalah BNI,5
Keren da bagus sekali,5
Bedanya apa ya kak wondr sama BNI MOBILE?,5
Gimna ini kode otp kok gak masuk² ke email saya,1
susah gagal terus,1
Sangat memberikan kemudahan,5
Andalan cepat respond nya,5
APLIKASI YANG SANGAT SEMPURNA UNTUK DIGUNAKAN. FITUR LENGKAP. TINGKATKAN TERUS KENYAMANAN BUAT KAMI SEBAGAI PENGGUNA WONDR-BANKING BNI⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐,5
ini perbedaanya apa sama BNI mobile banking?,5
Proses verifikasi wajah gagal terus,1
"Transfer gagal terus gimana sih,blokir aja lah pendaftaran aku",1
Apakah harus jadi nasabah bni dulu kak?,2
Aplisi baguss bangettt,5
Keren LBH bagus n cepat,5
Aplikasi ini sangat membantu,5
Yuks ikut ini promo nya bnyak,4
Kenapa sering kluar2 sndri ya dari apk nya,3
Bagus tampilan penuh warna,5
"Suruh masukkin akun Mulu, padahal dah pernah daftar cacat apknya",1
Sangat bagus dan menarik,5
Sangat membantu dalam transaksi,5
Wondr by bni segalanya lebih mudah,5
Bagus banget cepet aman,5
piye iki. kok susah banget verifikasi wajah,1
bagus dan menarik,5
Sangat baik dalam penggunaan,5
Bismillahirrahmanirrahim .mukin ajah tebus pinjam-meminjam udh capek cari pijamm kemana egk ada mukin ajah apliksi ini mebatu sy untuk biaya berobat,3
Bagus dan mudah,5
App seperti bank digital keren,5
Ga bisa daftar terus. Ribet,1
"Bintang 5 , sejauh ini masih oke",5
"lebih fresh, tinggal promo gratis tf bifast antarbank",4
Aplikasi nya keren.. MENYALA BNI👍🏻,5
Istimewa....simple dan futuristik...,5
Apakah bisa d pindah kan dari BNI mobile,3
Verivikasi wajah nya susah..ribet lah,1
Apknya bagus dan rapih goodjob bni,5
Aplikasi baru dari BNI .. mantap,5
Aplikasi modern yg terbaikkk,5
"Keren mantap buka rekening di BNI Bayung Lencir dengan petugas Cs nya ramah, by wondr jd gampang.",5
Kenapa begitu susah saat poto ?,5
"BNI LAWAMENA HAULALA, TERBAIK TERBAIK TERBAIK...",5
Warnanya bagus saya suka👍,5
Bener bener sangat membantu wondr by bni,5
Keren tampilannya,5
Keren keren keren,5
fitur setor / Tarikan nya mana ?,5
Tampilannya lebih oke,5
Gk bisa daftar malah disuruh dtg ke cabang bni kocakkkkk,1
Dalam rangka Hut BNI 78 dapat diskon menarik,5
Transaksi lbh cepat,5
"Bagus bangett, keren",5
"Baru jadi anggota,terima kasih.",5
Aplikasi tukang ganguan,1
Aplikasi nya keren,5
sangat memuaskan,5
Tampilan lebih oke,5
Aplikasi yang bagus,5
apakah ini rek bank BNI atau rek EWallet dari BNI...,3
Kode otp nya lambat parah,1
Wondr bni memang keren,5
Membantu transaksi toko kami,5
Aplikasi terbaik,5
Aplikasinya bagus,5
Sangat membantu,5
Seru banget pake Wondr!,5
Ok bgt aplikasi BNI baru,5
Wondr lebih cepat,5
Bismillah ..semoga banyak membantu,5
Ker3n apliaksi nya,5
Baik aplikasinya,5
Jelek banget sumpah,1
Bagus appnya,5
Memudahkan transaksi,5
Mudah di gunakan,5
Oke banget wondr,5
Lebih sering ngelaq,4
Membantu sekali,5
Jadiin mau mu sesuka hatimu,5
Senang pakai wondrs,5
Bni terbaik,5
Nah sudah ok 👌,5
BNI terbaik,5
ok memudahkan,5
Mantap banget bni,5
Menyala wondr BNI,5
Bagus sekali,5
Keren wondr BNI,5
Aplikasi yg oke,5
APK apa inii,1
Paylater bni mana nih?,5
"Bener banget, saat verifikasi wajah selalu gagal, kayak error gt, sampe kepala pegal2 nengok nengok ke kiri kanan atas bawah .. apa karena aplikasinya masih baru ya?",1
"Belum ada mobile tunai, padahal di bni mobile untuk setor mobile tunai sudah dimatikan, bukti transaksi hanya uang keluar tetapi jika menerima transfer tidak ada bukti detil termasuk pengirimnya.",3
"Aplikasi jelek. Belum matang sudah di launching. Pertama, ndak bisa mobile tunai macam BNI Mobile banking, kedua hanya menampilkan uang keluar masuk di riwayat transaksi, saldo rekening akhir ndak nampak macam di BNI Mobile banking lama, ketiga pembayar qris sering error/bermasalah, keempat notif pemasukan uang ndak ada atau sering telat, dll. Pokoknya masih lebih baik BNI Mobile banking daripada wondr by BNI.,, apa guna nya aplikasi ini kalo yg lama masih jauh lebih bagus??.",1
"Saya jadi kesulitan untuk setor tunai ,, dikarenakan saya tidak memiliki ATM .. biasanya saya menggunakan BNI mobile, skrg sudah tidak bisa .. tolong segera diatasi",1
"Masuk dimenu awal sempet ragu keamanannya krn cuma memasukkan pasword ga ada user, stelah masuk tidak ada menu pinjaman,ini ksulitan kami kalo mau cek saldo pinjaman dan telah berapa kali angsuran. Please ditambahkan menu pinjaman",4
"Ribet Banget Buat Identifi Wajahnya, Udah Coba 6 Sampe 14 Kali Tetep Aja Kaga Bisa",2
"Aplikasi apaan,susah bener verifikasi wajah,samoe 2 harian.tolong BNI perbaiki layanan perbankan nya",1
aplikasinya aneh masak saya udah daftar dan udah bisa buat transaksi sekarang harus daftar lagi dan qrisnya gak bisa buat transaksi,1
"aplikasinya keren sekali, apakah sy bisa uninstall BNI mobile dan beralih ke wondr karena lebih efektif menggunakan 1 aplikasi karena keduanya suh terhubung secara bersamaan?",5
"Saya di sarankan sama pegawai BNI, kata nya pake wondr aja, simple dan nggak ribet. Dan setelah saya pake wondr yaa semudah itu cara gunakan nya. Makasi ya pagawai BNI",5
"APk nya keren, Tampilan dan model kekinian. Tolong segera dilengkapin fitur/menu nya. Seperti mbanking sebelumnya, terutama riwayat trx yang lengkap dengan keterangan ny, tks. 🙏🙏🙏",5
"Tampilan bagus banyak fitur tambahan yang lebih mempermudah transaksi, gak perlu lagi ke Bank tinggal bikin sendiri dimana aja bisa dari wondr. Apalagi bisa langsung menganalisa keuangan kita. Keren banget, BNI terbaik👏👍",5
"Mudah dan cepat, kedepanya semoga fitur mobil tarik tunai lewat Apl ini juga bisa seperti mobil Bangking yang lama.",5
Kode udh muncul setelah di tulis gagal gmn tu,1
"Gagal mulu verifikasi wajah,bad aplikasi...",1
"Mau tanya dong apakah kita bisa pake wondr dan mobile Bni yg lama di hp yg sama, trmkasih",5
Apk manteb sesuai kebutuhan dengan fitur2 canggih smoga makin baik ke depannya dan bisa menjadi pilihan kebanggaan masyarakat,5
"Mohon maaf diperbaiki virtual akun. via tranfer, untuk memudahkan via transfer yang lebih mudah .",5
Mohon update Apk agar bisa order kartu debit fisik secara online,5
fitur tarik tunai tanpa kartunya ternyata tidak ada,3
"Aplikasi yang bagus, sampai sekarang masih belum mengecewakan Costumer nya. Good job 👍👍👍",5
Belum ada tap to pay,3
"Belum ada menu transaksi tanpa kartu ya, Dan beli data internet simpati via aplikasi wondr sangat mahal.",5
Bagus sekali buat mengatur keuangan saya dan Semakin mudah dalam bertransaksi,5
Gmn y crx gnti akun....coz q slh akun....,5
Dmdsl nssms msg. E mdfm,5
"Sangat praktis, good job",5
"user friendly, eye cathing",5
BNI Jambi cs nya ramah,5
𝗈𝗄𝗌𝗂𝗉,5
Jayaaaa BNIkuuuuu Menyalaaaaa Wondr by BNI 🤩🤩🤩🤩🤩🤩🤩🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,5
Lemot ya,4
wondr BNI slalu terdepan,5
Test dulu,3
Kado gujluj,4
Ok,3
Good Job's... 👍,5
Lemot bngt,1
aplikasi gatel,1
B aja,1
Saya suka aplikasi ini,5
mantap,5
Keren,5
Ok,5
Ok,5
Ok,5
Good,5
Ok,5
Ok,5
Mantab,5
Manntaaappp,5
Top,5
mantaplah,5
Ok,5
Ok,5
Ok,5
Mantap,5
okr,5
Mantap,5
Top,5
Top,5
Baik,5
Good,5
Mantap,5
Cool,5
Ok,5
Top,5
Ok,5
Bagus,5
Bagus,5
Oke,5
Bagus,5
The best,5
baik,5
ok,5
Ok,5
Bagus,5
Keren,5
okok,5
Mantap,5
Godd,5
Baik,5
Bagus,5
Ok,5
oke,5
Oke,5
Bagus,5
OK,5
Bagusss,5
Baik,5
Mantap,5
Ok,5
Ok,5
Good,5
Bagus,5
ok,5
Top,5
Ok,5
Terbaik,5
Bagus.,5
Good aplikasi,5
Wondr keren,5
Wondr bagus,5
Lebih mudah,5
Aplikasi yahudd,5
Sangat mudah,5
I love it,5
Sangat Recommended,5
Ok mantap,5
Oke banget,5
Top banget,5
Sangat mantap,5
Wondr bagus,5
Lebih lengkap,5
Ok bgt,5
Sangat bagu,5
🔥🔥🔥🔥,5
👍,5
"Dear Wondr BNI APP, please add a ""fingerprint"" feature to enter APPs such as Mobile Banking APP, Add Top Up Games feature, collaboration with APP online shop 👍🙏🙏",4
Saya pikir dengan kemudahan buka rekening online saya bisa memiliki beberapa rekening dengan seaukq hati eh nyatanya d telpn dan ddidatangi petugas ke rumah,3
Aplikasi mantap dan sudah lengkap.. Saran kalo bisa pembelian pulsa yang 5000 dan 10ribu di sediakan dong dan juga pembelian paket telpon juga untukTelkomsel dan semua operator.. Karena saya pedagang pulsa..🙏,5
"Terimakasih, dengan adanya aplikasi ini akun saya bisa dibuka kembali tanpa harus ke kantor cabang, karena bni mobile saya terblokir gara-gara salah masukan pin ....",5
"Menarik, lebih ceria fresh, simple , praktis dan mudah diakses. Harus jadi No 1 untuk layanan E Channel. Dengan fitur lebih lengkap dan maksimalkan kebutuhan transaksional hanya dalam genggaman.",5
"Malah force close, gak bisa dibuka sama sekali. Device redmi note 10s. Edit: Solved, perlu update miui ternyata",5
Cuma daftar aja pake KTP terus semua rekening kita langsung masuk. Kirain harus buat nomor rekening baru dsb. Ternyata app ini emang buat ngegantiin BNI mBanking Apresiasi buat BNI 10/10,5
"Bagus, keren, ringan. Tolong tambahin fitur dark mode biar enak dimata. Dan fitur call CS via data bukan pulsa kayak bank sebelah. Makasi.",5
"Warna bagus, trx lebih cepat, tidak terlalu ribet, pokoknya bagus. Namun jangan dulu BNI Mobile Banking ditutup ya sebelum MOBILE TUNAI di WONDR tampil. Teruslah berinovasi sampai produk WONDR ini benar2 sebagai pengganti Mobile Banking BNI.",5
"Awesome, This App is Great, Out the Box, Simple, Clean and Fast. Semoga Kedepan Bisa Request Naik Limit dan Apply Kartu Kredit BNI Dengan Mudah Disini, So WONDRful BNI 💳✅",5
"Untuk ui nya bagus, menu nya juga sangat open untuk bisa lihat pemasukan dan pengeluaran, tapi sangat disayangkan tidak ada menu untuk transaksi tanpa kartu melalui ATM, mungkin untuk update selanjutnya, bisa ditambahkan menu transaksi setor tunai atau tarik tunai tanpa kartu di app wondr ini ya kak, jadi menu sebelumnya ada di app mobile banking, bisa ditambahkan ke app wondr ini...",5
Kalo bisa kedepannya ada fitur untuk update data nomor telepon. Biar ga perlu ngantri lg di bank. Kan simpel bisa dari rumah kayak aplikasi Livin Mandiri. Bisa update data no hp langsung dr aplikasi m-bankingnya. Moga bisa di follow up,5
"Bagus aja aplikasinya, hanya masih banyak yang hatus di benahin, tarik tunai tanpa kartu belum ada, terus di menu tabunganku blm terinci nomor rekening yang terdaftar dengan nama dan nik, terimakasih dan semngat pagi",5
"Saya pribadi jauh lebih suka Wondr daripada bni mobile banking yg lama. Login lebh mudah, ui kerenn , fitur juga ok . Tp sya berharap system keamanan dan layanan juga lebih baik lagi.",5
"Bagus aplikasinya, dan fitur rekap keuangannya paling ku suka, karena di BNI MOBILE gabisa gitu, tapi masih ada kekurangan nya yaitu ga semua jenis pemasukan dan pengeluaran masuk ke rekap keuangan, cuma 3 jenis yg masuk, kalo bisa semua jenis transaksi bisa masuk ke rekap, mau yg dari traksaksi kecil sekalipun, seperti aplikasi DANA",5
"Sebagai nasabah lama BNI seneng banget akhirnya BNI launching aplikasi WONDR. Selain tampilannya yg menarik dan full color, kalau mau transaksi juga gampang, menunya lengkap.",5
"Jaringan untuk proses transaksi sangat cepat, aku coba gunakan buat transaksi, dan ternyata banyak banget promonya. Kemarin nonton di XXI bayar pake Wondr ternyata cuma bayar Rp. 7.800,-. Mantap dan Recomended pokoknya.",5
"Aplikasi lebih powerfull dari BNI Mobile 🔥 Request untuk tim develop, notifikasi (popup notif atau email) tolong diterapkan untuk semua nominal transaksi realtime seperti bank digital dong. Terimakasih",5
"Tampilan menarik, akses mudah dan cepat. Sejauh ini dirasa cukup praktis.Kedepan semoga menu semakin lengkap sehingga dapat mengakomodir semua kebutuhan nasabah dalam satu genggaman",5
"Suatu peningkatan besar dibanding aplikasi sebelumnya. Daftarnya gampang,dan pengoperasiannya lebih cepat dan lebih mudah dipakai. Tampilannya fresh banget. Good Job BNI",5
"Aplikasi yg sangat mudah untuk bertransaksi & banyak menu untuk pembayaran apa saja bisa { SELAMAT ULANG TAHUN BNI KE- 78 TH SEMOGA SEMAKIN JAYA - SUKSES MELAYANI NEGERI , WONDR By BNI SELALU MEMOTIVASI HASIL DARI KARYA ANAK BANGSA MELAYANI SELURUH MASYARAKAT INDONESIA}",5
"awal pakai aplikasi ini kalau ada transfer.an masuk pasti muncul notifikasi di handphone, namun setelah pemakaian 3 hari kalau ada transfer.an kadang ada notifikasi kadang nggak ada. semoga kedepannya bisa diperbaiki dan lebih baik lagi. dan juga semoga update kedepannya ada fitur bisa melihat pinjaman bank sisa berapa.",5
"Aplikasinya bagus banget, menunya easy akses banget, berwarna cocok untuk anak muda dan bahkan untuk orang tua, lebih mudah, aman dan juga lebih cepet loading nya. Selalu pakai BNI, Yuk Wondr-In hidup mu dengan BNI",5
"WONDRfull experience by BNI. Kalian harus dowonlad dari sekarang WONDR by BNI. WONDR ini gak cuma aplikasi Mobile Banking biasa tapi juga tools financial planning yang membantu mengatur keuangan kamu. Mau transfer, bayar-bayar tagihan, belanja pakai QRIS sampai bikin rekening tabungan, deposito kini makin praktis dengan WONDR by BNI. Promo dengan QRIS WONDR by BNI dan kartu kredit BNI di merchant favorit kamu di seluruh Indonesia bisa kamu nikmatin sampai dengan awal Agustus 2024. Recommended..",5
"Tampilan lebih oke dr aplikasi BNI Mobile Banking.. cukup praktis, lebih mudah digunakan karena cukup pakai pin saat transaksi. Yang paling suka bisa liat asset, cukup sekali klik.",5
"Buat pengembang aplikasi wondr by BNI ini sebetulnya sudah bagus, cuman masih ada kekurangan yang sangat signifikan yaitu tidak adanya fitur TARIK TUNAI dan SETOR TUNAI TANPA KARTU, mohon kedepannya agar di lengkapi fitur tarik dan setor tanpa kartu min. TERIMA KASIH",5
"SuperApps yang super cepat, super lengkap, super keren interfacenya. Saya cobain scan QRIS cuma butuh kurang dari 3 detik buat masuk ke appsnya. Interfacenya juga keren karena saya bisa customized yang masuk ke halaman utama. Terbaik!",5
"Tampilanya menarik,transaksinya lebih gampang dan mudah dipahami... Mau bayar pakai QRIS, tagiha PLN, isi pulsa dll... Cepet banget.. Wondr by BNI mangkin the best",5
"Aplikasinya mudah diGunakan tdk ribet, fitur2 nya juga Sesuai dengan Keperluan aku, sejauh ini tdk ada kendala selain Jaringan yg kadang naik turun blm s'stabil sperti Mbanking BNI sblmnya,namun secara keseluruhan sdh OK aja.., terimakasih BNI sdh membantu mengatur perencanaan Keuangan Aku...✨️✨️✨️🫰",5
wondr by BNI oke banget. Lebih sat set dibanding mobile banking sebelumnya. Ga banyak masukin pin udah bisa transaksi. Mantulss,5
"simple, semoga fitur lebih lengkap lagi seperti Mbankingnya, ada fitur cardless, fitur blokir saldo, bisa screenshot, & koneksi dengan printer bluetooth. pasti bisa, Maju terus BNI46",5
"Bayar Qris lgsg sekali pencet sangat simpel dan bagus. Transaksi jd gampang dan ga ribet2 lagi, semua jd lebih mudah",5
"Notifikasi transaksi transfer masuk dan keluar tidak up to date secara otomatis. Mohon untuk perbaikannya, karna itu sangat penting untuk memastikan berhasil atau tidak transaksi secara real time.",5
"Di saya waktu mau transfer kok tulisannya ""Dari hasil pengecekan, transaksi ini tidak dapat dilanjutkan sesuai ketentuan bank."" Itu kenapa ya?",5
"Wondr by BNI memudahkan segala macam transaksi dengan berbagai fitur menarik didalamnya, atur kartu debit, bisa cek tagihan kartu kredit dan kemudahan yang lainnya",5
"Waaaaaay better than previous app. Clean, fast, cc & db well sync. Loved it!",5
"Tarik tunai ga bisa, Top up ewallet gagal.. Syulit..",2
"wondr by BNI tiada dua nya, transaksi mudah dan cepat, yang gak kalah keren tampilan nya donk yang eye catching. Kereen abiiss",5
"Lebih mudah cara menggunakan nya. Tidak ribet.. Selamat buat BNI dan aplikasi terbaru nya. Wondr by BNI ,JADIIN MAU MUU....",5
"Puji Tuhan Thank you BNI, aplikasinya keren ini, lebih simple, efektif dan tentunya aman",5
"Sehari pakai puas bgt, aplikasinya ringan dan cepat. Beneran keren! Puas makainya",5
Aplikasi bagus. Tampilan mewah banget.. Rekomended bget nih...,5
"aplikasinya keren, praktis, simpel. fiturnya mantap, gampang buat transaksi. digitalisasi bgt pokoknya",5
